word,vens-a,vens-b
pipkins,pípkíns,pí̱pkíns
pipp,pípp,pí̱pp
pippen,píppẹn,pí̱ppẹn
pippen's,píppẹn's,pí̱ppẹn's
pippenger,píppénger,pí̱ppénger
pippert,píppert,pí̱ppert
pippin,píppín,pí̱ppín
pippins,píppíns,pí̱ppíns
pips,píps,pí̱ps
piquant,pïquạnt,pï̱quạnt
pique,pïque,pï̱quḛ
piqued,pïqued,pï̱qued
piquette,píquẽtte,píquẽ̱ttḛ
piracy,pīrạcÿ,pī̱rạcÿ
piraeus,pịrāeụs,pịrā̱ḛụs
piraino,pírainō,píra̱inō
pirandello,pírạndẽllō,pí̳rạndẽ̱llō
piranha,pírẫnhạ,pírẫ̱nhạ
pirate,pīrạte,pī̱rạtḛ
pirate's,pīrạte's,pī̱rạtḛ'̰s
pirated,pīrạtéd,pī̱rạtéd
pirates,pīrạtes,pī̱rạtḛs
pirating,pīrạtíng,pī̱rạtíng
pirelli,pírẽllï,pírẽ̱llï
pirelli's,pírẽllï's,pírẽ̱llï's
pires,pīres,pī̱rḛs
pirestani,pírẽstầnï,pí̳rẽstầ̱nï
pirie,pírïe,pí̱rïḛ
pirkey,pirkeÿ,pi̱rkḛÿ
pirkl,pirkl,pi̱rkl
pirkle,pirkle,pi̱rklḛ
pirko,pirkō,pi̱rkō
piro,pírō,pí̱rō
pirog,pirồg,pirồ̱g
pirone,pírōne,pírō̱nḛ
pirouette,pírouẽtte,pí̳rouẽ̱t̰t̰ḛ
pirouettes,pírouẽttes,pí̳rouẽ̱ttḛs
pirozzi,pírồzzï,pírồ̱zzï
pirrello,pírrẽllō,pírr̰ẽ̱llō
pirro,pírrō,pí̱rr̰ō
pirrone,pírrōnế,pírr̰ō̱nế
pirtle,pirtle,pi̱rtlḛ
pisa,pïsạ,pï̱sạ
pisani,pïsầnï,pïsầ̱nï
pisano,pïsầnō,pïsầ̱nō
pisarek,písarẽk,pí̱sarẽk
pisarski,písầrskï,písầ̱rskï
pisca,píscạ,pí̱scạ
piscataway,píscẫtạway,píscẫ̱tạwa̳y
pisces,pīscếs,pī̱s̰cếs
pischel,píschẹl,pí̱sch̰ẹl
pischke,píschke,pí̱sch̰kḛ
pisciotta,pïsciōttạ,pïsciō̱ttạ
piscitelli,pïscïtẽllï,pïscïtẽ̱llï
piscitello,píscítẽllō,pí̳s̰cítẽ̱llō
piscopo,pïscōpō,pïscō̱pō
pisello,písẽllō,písẽ̱llō
pisoni,písōnï,písō̱nï
piss,píss,pí̱ss
piss-poor,píss-poor,pí̱ss-̰po̳or
pissed,píssed,pí̱ssed
pisses,píssés,pí̱ssé̳s
pissing,píssíng,pí̱ssí̳ng
pistachio,pịstẫchïō,pịstẫ̱chïō̳
pistachios,pịstẫchïōs,pịstẫ̱chïō̳s
pistil,pístịl,pí̱stịl
pistilli,pïstïllï,pïstï̱llï
pistol,pístọl,pí̱stọl
pistole,pístōlē,pístō̱lē
pistols,pístọls,pí̱stọls
piston,pístọn,pí̱stọn
pistone,pïstōne,pï̱stōnḛ
pistons,pístọns,pí̱stọns
pistor,pístor,pí̱stor
pistorio,pístổrïō,pí̳stổ̱rïō
pit,pít,pí̱t
pita,pïtạ,pï̱tạ
pitblado,pítblầdō,pítblầ̱dō
pitch,pítch,pí̱t̰ch
pitchblende,pítchblẽnde,pí̱t̰chblẽ̳ndḛ
pitched,pítched,pí̱t̰ched
pitcher,pítcher,pí̱t̰cher
pitcher's,pítcher's,pí̱t̰cher's
pitchers,pítchers,pí̱t̰chers
pitches,pítchés,pí̱t̰chés
pitchford,pítchford,pí̱t̰chford
pitchfork,pítchfổrk,pí̱t̰chfổ̳rk
pitchforks,pítchfổrks,pí̱t̰chfổ̳rks
pitching,pítchíng,pí̱t̰chíng
pitchman,pítchmạn,pí̱t̰chmạn
pitchmen,pítchmẽn,pí̱t̰chmẽ̱n
pitcock,pítcồck,pí̱tcồ̳ck
pitfall,pítfẩll,pí̱tfẩ̳ll
pitfalls,pítfẩlls,pí̱tfẩ̳lls
pith,píth,pí̱th
pithy,píthÿ,pí̱thÿ
pitiable,pítïạble,pí̱tïạblḛ
pitied,pítïed,pí̱tï̳ḛd
pitiesalpetriere,pïtïēsầlpẽtrïẽre,pïtïē̱sầlpẽtrïẽ̱rḛ
pitiful,pítịfụl,pí̱tịfụl
pitifully,pítífullÿ,pí̱tífṵllÿ
pitiless,pítïlẹss,pí̱tïlẹss
pitino,pịtïnō,pịtï̱nō
pitkin,pítkín,pí̱tkín
pitman,pítmạn,pí̱tmạn
pitner,pítner,pí̱tner
pitney,pítneÿ,pí̱tnḛÿ
pitofsky,pịtồfskÿ,pịtồ̱fskÿ
piton,pïtổn,pï̱tổ̳n
pitons,pïtổns,pï̱tổ̳ns
pitre,pītre,pī̱trḛ
pits,píts,pí̱ts
pitsch,pítsch,pí̱t̰s̰ch
pitsenbarger,pítsénbầrger,pí̱tsénbầrger
pitstick,pítstíck,pí̱tstí̳ck
pitswon,pítswồn,pí̱tswồn
pitt,pítt,pí̱tt
pitt's,pítt's,pí̱tt'̰s
pittance,píttạnce,pí̱ttạncḛ
pittard,píttard,pí̱ttard
pitted,píttéd,pí̱ttéd
pittencrieff,pítténcrïeff,pí̱tténcrï̳ḛff
pittenger,pítténger,pí̱tténger
pitting,píttíng,pí̱ttíng
pittinger,píttínger,pí̱ttínger
pittle,píttle,pí̱ttlḛ
pittman,píttmạn,pí̱ttmạn
pittner,píttner,pí̱ttner
pitts,pítts,pí̱tts
pitts's,pítts's,pí̱tts's
pittsboro,píttsborō,pí̱ttsborō
pittsburg,píttsburg,pí̱ttsburg
pittsburgh,píttsburgh,pí̱ttsburgh̰
pittsburgh's,píttsburgh's,pí̱ttsburgh̰'s
pittsburgher,píttsburgher,pí̱ttsburgh̰er
pittsburghers,píttsburghers,pí̱ttsburgh̰ers
pittsfield,píttsfïeld,pí̱ttsfïḛld
pittsford,píttsford,pí̱ttsford
pittsley,píttsleÿ,pí̱ttslḛÿ
pittston,píttstọn,pí̱ttstọn
pituitary,pítüítãrÿ,pítü̱ítã̳rÿ
pity,pítÿ,pí̱tÿ
pitying,pítÿíng,pí̱tÿíng
pitz,pítz,pí̱tz
pitzen,pítzẹn,pí̱tzẹn
pitzer,pítzer,pí̱tzer
pius,pīụs,pī̱ụs
piver,pīver,pī̱ver
pivonka,pívồnkạ,pívồ̱nkạ
pivot,pívọt,pí̱vọt
pivotal,pívọtạl,pí̱vọtạl
pivoted,pívọtéd,pí̱vọtéd
pivoting,pívọtíng,pí̱vọtíng
pivots,pívọts,pí̱vọts
pix,píx,pí̱x
pixar,píxầr,pí̱xầr
pixel,píxẹl,pí̱xẹl
pixels,píxẹls,pí̱xẹls
pixie,píxïe,pí̱xïḛ
pixler,píxler,pí̱xler
pixley,píxleÿ,pí̱xlḛÿ
pizana,pïzẫnạ,pïzẫ̱nạ
pizano,pïzầnō,pïzầ̱nō
pizarro,pízầrrō,pízầ̱rr̰ō
pizatti,pízầttï,pízầ̱ttï
pizazz,pízẫzz,pízẫ̱zz
pizer,pīzer,pī̱zer
pizza,pïzzạ,pï̱zz̰ạ
pizza's,pïzzạ's,pï̱zz̰ạ's
pizzano,pïzzầnō,pïzz̰ầ̱nō
pizzas,pïzzạs,pï̱zz̰ạs
pizzazier,pízzẫzïer,pízzẫ̱zïer
pizzazz,pízzẫzz,pí̳zzẫ̱zz
pizzeria,pïzzerïạ,pï̳zz̰erï̱ạ
pizzerias,pïzzerïạs,pï̳zz̰erï̱ạs
pizzi,pízzï,pí̱zzï
pizzimenti,pïzzïmẽntï,pïzz̰ïmẽ̱ntï
pizzino,pïzzïnō,pïzz̰ï̱nō
pizzitola,pïzzïtōlạ,pïzz̰ïtō̱lạ
pizzo,pízzō,pí̱zzō
pizzolato,pïzzōlầtō,pïzz̰ōlầ̱tō
pizzuti,pïzzütï,pïzz̰ü̱tï
pizzuto,pïzzütō,pïzz̰ü̱tō
pj's,pj's,p̱j̳'s
pla,plầ,plầ̱
placard,plẫcard,plẫ̱card
placards,plẫcards,plẫ̱cards
placate,plācāte,plā̱cātḛ
placating,plācātíng,plā̱cā̳tíng
place,plāce,plā̱cḛ
place's,plācé's,plā̱cé's
placebo,plạcếbō,plạcế̱bō
placebos,plạcếbōs,plạcế̱bōs
placed,plāced,plā̱ced
placek,plầcẽk,plầ̱cẽ̳k
placemat,plācemẫt,plā̱cḛmẫ̳t
placement,plācemẹnt,plā̱cḛmẹnt
placements,plācemẹnts,plā̱cḛmẹnts
placencia,plầcẽnciạ,plầcẽ̱nciạ
placenta,plạcẽntạ,plạcẽ̱ntạ
placentia,plạcẽntiạ,plạcẽ̱ntiạ
placer,plācer,plā̱cer
places,plācés,plā̱cés
placeta,plạcētạ,plạcē̱tạ
placetas,plạcētạs,plạcē̱tạs
placeway,plāceway,plā̱cḛwa̳y
placid,plẫcíd,plẫ̱cíd
placid's,plẫcíd's,plẫ̱cíd's
placida,plầcïdạ,plầcï̱dạ
placidly,plẫcídlÿ,plẫ̱cídlÿ
placido,plạcïdō,plạcï̱dō
placing,plācíng,plā̱cíng
plack,plẫck,plẫ̱ck
plack's,plẫck's,plẫ̱ck'̰s
placke,plẫcke,plẫ̱ckḛ
placko,plẫckō,plẫ̱ckō
placoid,plẫcoid,plẫ̱coid
placzek,plầczẽk,plầ̱czẽk
plagens,plẫgẹns,plẫ̱gẹns
plagge,plẫgge,plẫ̱ggḛ
plagiarism,plāgiarísm,plā̱giarí̳sm
plagiarize,plāgiarīze,plā̱giarī̳zḛ
plagiarized,plāgiarīzed,plā̱giarī̳zḛd
plagioclase,plāgïọclāse,plā̱gïọclā̳sḛ
plague,plāgue,plā̱guḛ
plagued,plāgued,plā̱guḛd
plagues,plāgues,plā̱guḛs
plaguing,plāguíng,plā̱guíng
plaia,plầïạ,plầ̱ïạ
plaid,plẫid,plẫ̱ḭd
plain,plain,pla̱in
plainclothes,plainclōthes,pla̱inclō̱t̰h̰ḛs
plainer,plainer,pla̱iner
plaines,plaines,pla̱inḛs
plainfield,plainfïeld,pla̱infï̳ḛld
plainly,plainlÿ,pla̱inlÿ
plaino,plainō,pla̱inō
plains,plains,pla̱ins
plainsong,plainsổng,pla̱insổ̳ng
plaintiff,plaintịff,pla̱int̰ịff
plaintiff's,plaintíff's,pla̱int̰íff'̰s
plaintiffs,plaintíffs,pla̱int̰íffs
plaintiffs',plaintíffs',pla̱int̰íffs'̰
plaintive,plaintíve,pla̱int̰ívḛ
plaintively,plaintīvelÿ,pla̱int̰ī̳vḛlÿ
plainview,plainvïew,pla̱invïḛw̳
plair,plair,pla̱ir
plaisance,plaisạnce,pla̱isạncḛ
plaisted,plaistéd,pla̱istéd
plait,plait,pla̱it
plaited,plaitéd,pla̱itéd
plaiting,plaitíng,pla̱itíng
plaits,plaits,pla̱its
plake,plāke,plā̱kḛ
plam,plẫm,plẫ̱m
plamann,plầmạnn,plầ̱mạnn
plambeck,plẫmbẽck,plẫ̱mbẽ̳ck
plamondon,plầmōndổn,plầmōndổ̱n
plan,plẫn,plẫ̱n
plan's,plẫn's,plẫ̱n's
planar,plānar,plā̱nar
planarian,plạnãrïạn,plạnã̱rïạn
planas,plẫnạs,plẫ̱nạs
planck,plẫnck,plẫ̱nck
plane,plāne,plā̱nḛ
plane's,plāne's,plā̱nḛ's
planecon,plẫnecồn,plẫ̱nḛcồ̳n
planed,plāned,plā̱nḛd
planeload,plānelōad,plā̱nḛlō̳a̰d
planeloads,plānelōads,plā̱nḛlō̳a̰ds
planer,plāner,plā̱ner
planers,plāners,plā̱ners
planes,plānes,plā̱nḛs
planes',plānes',plā̱nḛs'̰
planet,plẫnẹt,plẫ̱nẹt
planet's,plẫnẹt's,plẫ̱nẹt'̰s
planetarium,plẫnẹtãrïụm,plẫ̳nẹtã̱rïụm
planetary,plẫnẹtãrÿ,plẫ̱nẹtã̳rÿ
planets,plẫnẹts,plẫ̱nẹts
planitzer,plẫnítzer,plẫ̱nítzer
plank,plẫnk,plẫ̱nk
planking,plẫnkíng,plẫ̱nkíng
planks,plẫnks,plẫ̱nks
plankton,plẫnktọn,plẫ̱nktọn
planktonic,plẫnktồníc,plẫnktồ̱níc
planned,plẫnned,plẫ̱nnḛd
planner,plẫnner,plẫ̱nner
planner's,plẫnner's,plẫ̱nner's
planners,plẫnners,plẫ̱nners
planners',plẫnners',plẫ̱nners'̰
planning,plẫnníng,plẫ̱nníng
plano,plānō,plā̱nō
plans,plẫns,plẫ̱ns
plans',plẫns',plẫ̱ns'̰
plant,plẫnt,plẫ̱nt
plant's,plẫnt's,plẫ̱nt'̰s
plantain,plẫntaịn,plẫ̱nta̰ịn
plantains,plẫntaịns,plẫ̱nta̰ịns
plantation,plẫntātiọn,plẫ̳ntā̱tiọn
plantations,plẫntātiọns,plẫ̳ntā̱tiọns
plante,plẫnte,plẫ̱ntḛ
planted,plẫntéd,plẫ̱ntéd
planter,plẫnter,plẫ̱nter
planters,plẫnters,plẫ̱nters
plantiffs,plẫntíffs,plẫ̱ntíffs
planting,plẫntíng,plẫ̱ntíng
plantings,plẫntíngs,plẫ̱ntíngs
plantlike,plẫntlīke,plẫ̱ntlī̳kḛ
plantronic,plẫntrồníc,plẫ̳ntrồ̱níc
plantronics,plẫntrồnícs,plẫ̳ntrồ̱nícs
plants,plẫnts,plẫ̱nts
plants',plẫnts',plẫ̱nts'̰
plantz,plẫntz,plẫ̱ntz
plaque,plẫque,plẫ̱quḛ
plaques,plẫques,plẫ̱quḛs
plas,plẫs,plẫ̱s
plascencia,plầscẽnciạ,plầscẽ̱nciạ
plasencia,plầsẽnciạ,plầsẽ̱nciạ
plaskett,plẫskétt,plẫ̱skétt
plasma,plẫsmạ,plẫ̱smạ
plasminogen,plẫsmínọgén,plẫ̳smí̱nọgén
plasmodia,plẫsmōdïạ,plẫsmō̱dïạ
plasmodium,plẫsmōdïụm,plẫsmō̱dïụm
plass,plẫss,plẫ̱ss
plassard,plẫssard,plẫ̱ssard
plasse,plẫsse,plẫ̱ssḛ
plaster,plẫster,plẫ̱ster
plasterboard,plẫsterbổard,plẫ̱sterbổ̳a̰rd
plastered,plẫstered,plẫ̱sterḛd
plasterer,plẫsterer,plẫ̱sterer
plastering,plẫsteríng,plẫ̱steríng
plasters,plẫsters,plẫ̱sters
plasterwork,plẫsterwork,plẫ̱sterwo̳rk
plastic,plẫstíc,plẫ̱stíc
plasticine,plẫstícïne,plẫ̱stícï̳nḛ
plasticizer,plẫstịcīzer,plẫ̱stịcī̳zer
plastics,plẫstícs,plẫ̱stícs
plata,plầtạ,plầ̱tạ
plate,plāte,plā̱tḛ
plateau,plẫteau,plẫtḛa̱u
plateaued,plẫteaued,plẫtḛa̱uḛd
plateauing,plạteauíng,plạtḛa̱uíng
plated,plātéd,plā̱téd
platek,plầtẽk,plầ̱tẽk
platelet,plātelẹt,plā̱tḛlẹt
platelets,plātelẹts,plā̱tḛlẹts
platelike,plātelīke,plā̱tḛlī̳kḛ
platen,plẫtẹn,plẫ̱tẹn
plater,plāter,plā̱ter
plates,plātes,plā̱tḛs
platform,plẫtfổrm,plẫ̱tfổ̳rm
platform's,plẫtfổrm's,plẫ̱tfổ̳rm's
platforms,plẫtfổrms,plẫ̱tfổ̳rms
plath,plẫth,plẫ̱th
plating,plātíng,plā̱tíng
platinum,plẫtịnụm,plẫ̱tịnụm
platinum's,plẫtinụm's,plẫ̱tḭnụm's
platitude,plẫtítüde,plẫ̱títü̳dḛ
platitudes,plẫtítüdes,plẫ̱títü̳dḛs
platner,plẫtner,plẫ̱tner
plato,plātō,plā̱tō
plato's,plātō's,plā̱tō's
platona,plầtōnạ,plầtō̱nạ
platonic,plạtồníc,plạtồ̱níc
platonist,plātọnịst,plā̱tọnịst
platonists,plātọnịsts,plā̱tọnịsts
platoon,plạtoon,plạto̱on
platoons,plạtoons,plạto̱ons
platt,plẫtt,plẫ̱tt
platte,plẫtte,plẫ̱ttḛ
platten,plẫttẹn,plẫ̱ttẹn
platter,plẫtter,plẫ̱tter
platters,plẫtters,plẫ̱tters
plattner,plẫttner,plẫ̱ttner
platts,plẫtts,plẫ̱tts
plattsburgh,plẫttsburgh,plẫ̱ttsburgh̰
platy,plātÿ,plā̱tÿ
platypus,plẫtỵpŭs,plẫ̱tỵpŭ̳s
platz,plẫtz,plẫ̱tz
platzer,plātzer,plā̱tzer
plauche,plauche,pla̱uchḛ
plaudit,plaudít,pla̱udít
plaudits,plaudíts,pla̱udíts
plaugher,plaugher,pla̱ug̰h̰er
plausibility,plausíbílítÿ,pla̳usíbí̱lítÿ
plausible,plausịble,pla̱usịblḛ
plausibly,plausịblÿ,pla̱usịblÿ
plaut,plaut,pla̱ut
plautus,plautụs,pla̱utụs
plautz,plautz,pla̱utz
plavsic,plẫvsíc,plẫ̱vsíc
plavsic's,plẫvsíc's,plẫ̱vsíc'̰s
plax,plẫx,plẫ̱x
play,play,pla̱y
play's,play's,pla̱y's
playa,plaȳạ,pla̰ȳ̱ạ
playback,playbẫck,pla̱ybẫ̳ck
playbook,playbook,pla̱ybook
playboy,playboy,pla̱ybo̳y
playboy's,playboy's,pla̱ybo̳y's
playcount,playcount,pla̱yco̳unt
played,played,pla̱yḛd
player,player,pla̱yer
player's,player's,pla̱yer's
players,players,pla̱yers
players',players',pla̱yers'̰
playford,playford,pla̱yford
playful,playfụl,pla̱yfụl
playfully,playfụllÿ,pla̱yfụllÿ
playfulness,playfụlnẹss,pla̱yfụlnẹss
playground,playground,pla̱ygro̳und̰
playgrounds,playgrounds,pla̱ygro̳und̰s
playhouse,playhouse,pla̱yho̳usḛ
playhouses,playhousés,pla̱yho̳usés
playin',playín',pla̱yín'̰
playing,playíng,pla̱yíng
playlist,playlíst,pla̱ylíst
playlists,playlísts,pla̱ylísts
playmate,playmāte,pla̱ymā̳tḛ
playmates,playmātes,pla̱ymā̳tḛs
playoff,playổff,pla̱yổ̳ff
playoffs,playổffs,pla̱yổ̳ffs
playpen,playpẽn,pla̱ypẽ̳n
playpens,playpẽns,pla̱ypẽ̳ns
playroom,playroom,pla̱yro̳om
playrooms,playrooms,pla̱yro̳oms
plays,plays,pla̱ys
playstation,playstātiọn,pla̱ystā̳tiọn
playstations,playstātiọns,pla̱ystā̳tiọns
playtex,playtẽx,pla̱ytẽ̳x
plaything,playthíng,pla̱ythí̳ng
playthings,playthíngs,pla̱ythí̳ngs
playwright,playwrīght,pla̱ywrī̳g̰h̰t
playwright's,playwrīght's,pla̱ywrī̳g̰h̰t'̰s
playwrights,playwrīghts,pla̱ywrī̳g̰h̰ts
plaza,plẫzạ,plẫ̱zạ
plaza's,plẫzạ's,plẫ̱zạ's
plazas,plẫzạs,plẫ̱zạs
plazic,plāzíc,plā̱zíc
plea,plea,ple̱a
plead,plead,ple̱ad
pleaded,pleadéd,ple̱adéd
pleading,pleadíng,ple̱adíng
pleadings,pleadíngs,ple̱adíngs
pleads,pleads,ple̱ads
pleas,pleas,ple̱as
pleasant,pleãsạnt,plḛã̱sạnt
pleasantly,pleãsạntlÿ,plḛã̱sạntlÿ
pleasanton,pleãsạntọn,plḛã̱sạntọn
pleasantries,pleãsạntrïes,plḛã̱sạntrïḛs
pleasantry,pleãsạntrÿ,plḛã̱sạntrÿ
pleasants,pleãsạnts,plḛã̱sạnts
pleasantville,pleãsạntvílle,plḛã̱sạntví̳llḛ
please,please,ple̱asḛ
pleased,pleased,ple̱asḛd
pleaser,pleaser,ple̱aser
pleases,pleasés,ple̱asés
pleasing,pleasíng,ple̱asíng
pleasingly,pleasínglÿ,ple̱asínglÿ
pleasurable,pleãsurạble,plḛã̱surạblḛ
pleasurama,pleãsŭrẫmạ,plḛã̳sŭrẫ̱mạ
pleasure,pleãsure,plḛã̱surḛ
pleasures,pleãsures,plḛã̱surḛs
pleat,pleat,ple̱at
pleats,pleats,ple̱ats
plebeian,plẹbeïạn,plẹbḛï̱ạn
plebeians,plẹbeïạns,plẹbḛï̱ạns
plebiscite,plếbíscīte,plế̱bís̰cī̳tḛ
pled,plẽd,plẽ̱d
pledge,plẽdge,plẽ̱dgḛ
pledged,plẽdged,plẽ̱dgḛd
pledger,plẽdger,plẽ̱dger
pledges,plẽdgés,plẽ̱dgés
pledging,plẽdgíng,plẽ̱dgíng
pleiad,pleïạd,plḛï̱ạd
pleiades,pleïạdếs,plḛï̱ạdế̳s
pleiads,pleïạds,plḛï̱ạds
plein,pleïn,plḛï̱n
pleistocene,pleīstọcếne,plḛī̱stọcế̳nḛ
plemmons,plẽmmọns,plẽ̱mmọns
plemons,plẽmọns,plẽ̱mọns
plenary,plếnarÿ,plế̱narÿ
plenet,plẽnét,plẽ̱nét
plenmeer,plẽnméer,plẽnmé̱ḛr
plentiful,plẽntífụl,plẽ̱nt̰ífụl
plenty,plẽntÿ,plẽ̱nt̰ÿ
plenum,plẽnụm,plẽ̱nụm
plenum's,plẽnụm's,plẽ̱nụm's
pleomorphic,plếọmổrphíc,plế̳ọmổ̱r̰phíc
pleomorphism,plếọmổrphísm,plế̳ọmổ̱r̰phísm
pleonasm,plếọnẫsm,plế̱ọnẫ̳sm
plescia,plēscïạ,plē̱scïạ
plese,plếse,plế̱sḛ
pleshar,plẽshầr,plẽ̱shầ̳r
pleskow,plẽskow,plẽ̱skow
pless,plẽss,plẽ̱ss
plessey,plẽsseÿ,plẽ̱ssḛÿ
plessey's,plẽsseÿ's,plẽ̱ssḛÿ's
plessinger,plẽssínger,plẽ̱ssínger
plessis,plẽssís,plẽ̱ssís
plessy,plẽssÿ,plẽ̱ssÿ
pletcher,plẽtcher,plẽ̱t̰cher
plethora,plẹthổrạ,plẹthổ̱rạ
pletscher,plẽtscher,plẽ̱t̰s̰cher
plett,plẽtt,plẽ̱tt
pletz,plẽtz,plẽ̱tz
pleural,pleŭrạl,plḛŭ̱rạl
pleurisy,pleŭrịsÿ,plḛŭ̱rịsÿ
pleuritides,pleŭrítịdếs,plḛŭ̳rí̱tịdế̳s
pleuritis,plếurītịs,plế̳urī̱tịs
pleva,plēvạ,plē̱vạ
plew,plew,ple̱w
plewa,plewạ,ple̱wạ
plex,plẽx,plẽ̱x
plexiglas,plẽxïglẫs,plẽ̱xïglẫ̳s
plexiglass,plẽxïglẫss,plẽ̱xïglẫ̳ss
plexus,plẽxụs,plẽ̱xụs
pliable,plīạble,plī̱ạblḛ
pliant,plīạnt,plī̱ạnt
plichta,plíchtạ,plí̱chtạ
plied,plīed,plī̱ḛd
plier,plīer,plī̱er
pliers,plīers,plī̱ers
plies,plīes,plī̱ḛs
plight,plīght,plī̱g̰h̰t
pliler,plīler,plī̱ler
plimpton,plímptọn,plí̱mptọn
plinius,plínïụs,plí̱nïụs
plink,plínk,plí̱nk
plinking,plínkíng,plí̱nkíng
plinth,plínth,plí̱nth
pliny,plínÿ,plí̱nÿ
pliocene,plīọcếne,plī̱ọcế̳nḛ
plisetskaya,plísẹtskaȳạ,plí̳sẹtska̰ȳ̱ạ
pliska,plískạ,plí̱skạ
plitt,plítt,plí̱tt
plocar,plōcầr,plō̱cầr
plocek,plōcẽk,plō̱cẽ̳k
ploch,plồch,plồ̱ch̰
plocher,plồcher,plồ̱ch̰er
plock,plồck,plồ̱ck
plod,plồd,plồ̱d
plodded,plồddéd,plồ̱dd̰éd
plodding,plồddíng,plồ̱dd̰íng
ploeger,plōeger,plō̱ḛger
ploetz,plōetz,plō̱ḛtz
plog,plồg,plồ̱g
plohn,plōhn,plō̱h̰n
plonka,plōnkạ,plō̱nkạ
plonski,plồnskï,plồ̱nskï
ploof,ploof,plo̱of
plop,plồp,plồ̱p
plopped,plồpped,plồ̱pped
plosive,plōsíve,plō̱sívḛ
ploss,plổss,plổ̱ss
plot,plồt,plồ̱t
plotkin,plồtkín,plồ̱tkín
plotner,plồtner,plồ̱tner
plotnick,plồtníck,plồ̱tníck
plots,plồts,plồ̱ts
plott,plồtt,plồ̱tt
plotted,plồttéd,plồ̱ttéd
plotter,plồtter,plồ̱tter
plotters,plồtters,plồ̱tters
plotting,plồttíng,plồ̱ttíng
plotts,plồtts,plồ̱tts
plotz,plồtz,plồ̱tz
plouff,plōuff,plō̱ṵff
plouffe,plōuffe,plō̱ṵffḛ
plough,plōugh,plō̱ṵg̰h̰
ploughed,ploughed,plo̱ug̰h̰ḛd
ploughs,ploughs,plo̱ug̰h̰s
ploughshare,ploughshāre,plo̱ug̰h̰shārḛ
ploughshares,ploughshāres,plo̱ug̰h̰shārḛs
plourde,plourde,plo̱urdḛ
plover,plòver,plò̱ver
plovers,plòvers,plò̱vers
plow,plow,plo̱w
plowden,plowdẹn,plo̱wdẹn
plowed,plowed,plo̱wḛd
plowing,plowíng,plo̱wíng
plowman,plowmạn,plo̱wmạn
plowman's,plowmạn's,plo̱wmạn's
plowright,plowrīght,plo̱wrī̳g̰h̰t
plows,plows,plo̱ws
plowshare,plowshāre,plo̱wshā̳rḛ
plowshares,plowshāres,plo̱wshā̳rḛs
ploy,ploy,plo̱y
ploys,ploys,plo̱ys
plucinski,plụcínskï,plụcí̱nskï
pluck,plùck,plù̱ck
pluck's,plùck's,plù̱ck'̰s
plucked,plùcked,plù̱cked
plucker,plùcker,plù̱cker
plucking,plùckíng,plù̱ckíng
plucks,plùcks,plù̱cks
plucky,plùckÿ,plù̱ckÿ
plude,plüde,plü̱dḛ
plue,plüe,plü̱ḛ
pluff,plùff,plù̱ff
plug,plùg,plù̱g
plugged,plùgged,plù̱ggḛd
plugging,plùggíng,plù̱ggíng
plugin,plùgín,plù̱gín
plugins,plùgíns,plù̱gíns
plugs,plùgs,plù̱gs
plum,plùm,plù̱m
plum's,plùm's,plù̱m's
plumage,plümáge,plü̱mágḛ
plumages,plümágés,plü̱mágés
plumb,plùmb,plù̱mb
plumbed,plùmbed,plù̱mbḛd
plumber,plùmber,plù̱mber
plumbers,plùmbers,plù̱mbers
plumbing,plùmbíng,plù̱mbíng
plume,plüme,plü̱mḛ
plumer,plümer,plü̱mer
plumeri,plümẽrï,plü̳mẽ̱rï
plumes,plümes,plü̱mḛs
plumlee,plùmlếe,plù̱mlế̳ḛ
plumley,plùmleÿ,plù̱mlḛÿ
plummer,plùmmer,plù̱mmer
plummet,plùmmẹt,plù̱mmẹt
plummeted,plùmmẹtéd,plù̱mmẹtéd
plummeting,plùmmẹtíng,plù̱mmẹtíng
plummets,plùmmẹts,plù̱mmẹts
plump,plùmp,plù̱mp
plumped,plùmped,plù̱mped
plums,plùms,plù̱ms
plunder,plùnder,plù̱nder
plundered,plùndered,plù̱nderḛd
plundering,plùnderíng,plù̱nderíng
plunge,plùnge,plù̱ngḛ
plunged,plùnged,plù̱ngḛd
plunger,plùnger,plù̱nger
plunger's,plùnger's,plù̱nger's
plunges,plùngés,plù̱ngés
plunging,plùngíng,plù̱ngíng
plunk,plùnk,plù̱nk
plunked,plùnked,plù̱nked
plunker,plùnker,plù̱nker
plunkers,plùnkers,plù̱nkers
plunkett,plùnkétt,plù̱nkétt
plunking,plùnkíng,plù̱nkíng
plunkitt,plùnkítt,plù̱nkítt
plural,plŭrạl,plŭ̱rạl
pluralism,plŭrạlísm,plŭ̱rạlí̳sm
pluralistic,plŭrạlístíc,plŭ̳rạlí̱stíc
plurality,plurẫlítÿ,plurẫ̱lítÿ
pluralize,plŭrạlīze,plŭ̱rạlīzḛ
pluralized,plŭrạlīzed,plŭ̱rạlīzḛd
pluralizes,plŭrạlīzés,plŭ̱rạlīzés
pluralizing,plŭrạlīzíng,plŭ̱rạlīzíng
plurals,plŭrạls,plŭ̱rạls
pluribus,plŭríbụs,plŭ̱ríbụs
plurilateral,plŭrílẫterạl,plŭ̳rílẫ̱terạl
plus,plùs,plù̱s
plus's,plùs's,plù̱s's
pluses,plùsés,plù̱sés
